show_id,title,type,release_year,duration_minutes,season_count,description,date_added,rating
s8433,The Music of Silence,Movie,2017,115.0,,"Based on the autobiography by tenor Andrea Bocelli, this musical biopic chronicles his life from his bumpy childhood to his meteoric rise to fame.",2018-07-01,TV-PG
s8434,The Naked Gun 2 1/2: The Smell of Fear,Movie,1991,85.0,,"Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that would put them out of business.",2020-01-01,PG-13
s8435,The Naked Gun: From the Files of Police Squad!,Movie,1988,85.0,,Hapless cop Frank Drebin causes more problems than he solves while trying to stop a deadly plot involving Queen Elizabeth II.,2021-01-01,PG-13
s8436,The Natural,Movie,1984,138.0,,A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.,2020-01-01,PG
s8437,The Negro Soldier,Movie,1944,40.0,,This documentary urged African Americans to enlist and join in the effort to be part of America's continuing fight in World War II.,2017-03-31,TV-14
s8438,The Netflix Afterparty,TV Show,2021,,1.0,"Hosts David Spade, Fortune Feimster and London Hughes welcome guests from the newest and biggest Netflix titles for fun conversations, skits and more.",2021-01-02,TV-MA
s8439,The New Romantic,Movie,2018,82.0,,"Fed up with dating and debt, a naïve college senior documents her experience of being with a wealthy, older man for a gonzo journalism grant.",2019-04-15,TV-MA
s8440,The Nineties,TV Show,2017,,1.0,This U.S.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. Executive produced by Tom Hanks.,2018-09-30,TV-14
s8441,The NSU-Complex,Movie,2016,90.0,,"For 13 years, the underground neo-Nazi organization NSU eluded German police while planting bombs, robbing banks and killing immigrants at random.",2016-12-28,TV-14
s8442,The Nutcracker and the Four Realms,Movie,2018,99.0,,"When her late mother gifts her a key, Clara embarks on a dreamlike journey full of fantasy and conflict in this retelling of the holiday classic.",2019-05-28,PG
s8443,The Office (U.S.),TV Show,2012,,9.0,This hit comedy chronicles the foibles of disgruntled office workers – led by deluded boss Michael Scott – at the Dunder Mifflin paper company.,,TV-14
s8444,The One I Love,Movie,2014,91.0,,"Confronted with the potential end of their marriage, Ethan and Sophie take off for a weekend together, hoping to negotiate their future.",2019-05-30,R
s8445,The Only Mother To You All,Movie,2008,106.0,,"Raising her large family alone after her husband's death, Ina searches for work and finally lands the most unlikely job: president of the Philippines.",2019-02-27,TV-PG
s8446,The Other Guys,Movie,2010,108.0,,New York cops Allen and Terry toil in obscurity as lowly desk jockeys until a big break finally gives them a chance to tackle real police work.,2020-02-01,PG-13
s8447,The Parole Officer,Movie,2001,94.0,,"After witnessing a murder, Simon Garden is framed – and the only evidence that proves his innocence is a videotape locked inside a bank vault.",2018-08-01,R
s8448,The Pass,Movie,2016,87.0,,The lives and careers of two professional soccer players are profoundly impacted by a single moment of intimacy that took place between them.,2019-01-01,NR
s8449,The Peacemaker,Movie,1997,124.0,,"After terrorists trigger a nuclear blast in Russia, a U.S. Special Forces intelligence agent and a nuclear weapons expert come to the rescue.",2020-01-01,R
s8450,The Pelican Brief,Movie,1993,141.0,,"When law student Darby Shaw theorizes about the assassinations of two Supreme Court justices, she is put in danger and turns to a reporter for help.",2019-11-01,PG-13
s8451,The Perfect Day,Movie,2018,93.0,,"French soccer fans, celebrities and athletes retrace the exhilarating events of July 12, 1998, as France earned a historic win in the World Cup final.",2018-09-01,TV-14
s8452,The Perks of Being a Wallflower,Movie,2012,103.0,,A shy freshman struggling with depression deals with his best friend's suicide and his first love in this engaging coming-of-age tale.,2020-04-01,PG-13
s8453,The Phantom of the Opera,Movie,2004,141.0,,"In 1870, a disfigured recluse roams beneath a Parisian opera house and takes under his wing a young soprano, with whom a love triangle develops.",2019-06-01,PG-13
s8454,The Physician,Movie,2013,155.0,,A medical apprentice in 11th-century Persia disguises himself as a Jew to study at a school that does not admit Christians.,2015-07-15,R
s8455,The Pink Panther,Movie,2006,93.0,,Bumbling Inspector Clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.,2019-07-01,PG
s8456,The Pirate Fairy,Movie,2014,78.0,,"In this spritely tale, Tinker Bell and her friends set out to find free-spirited fairy Zarina after she makes off with some precious Blue Pixie Dust.",2014-06-15,G
s8457,The Pirates of Somalia,Movie,2017,118.0,,An aspiring journalist travels to Somalia in hopes of making a name for himself by covering dangerous pirates and hijackers.,2018-03-01,R
s8458,The Pirates! Band of Misfits,Movie,2012,88.0,,"An egotistical pirate captain strives to win the Pirate of the Year Award, but to snag the coveted prize, he'll have to outwit his dreaded rivals.",2020-10-01,PG
s8459,The Place Beyond the Pines,Movie,2012,140.0,,A violent confrontation between a motorcycle-riding bank robber and a rookie cop spirals into a tense generational feud.,2017-05-16,R
s8460,The Plan,Movie,2015,124.0,,"After being sent to a remote prison, three young men suffer under the watchful eye of their jailer and make a meticulous plan to escape.",2018-03-01,TV-MA
s8461,The Player,Movie,2012,110.0,,"To save his father’s company from bankruptcy, a rich, spoiled playboy is forced to wed a no-nonsense woman, who's just as unhappy to be marrying him.",2019-06-20,TV-MA
s8462,The Polar Express,Movie,2004,100.0,,"In this warm-hearted tale, a young boy's faith in the holiday spirit is revived after he makes his way by train to the North Pole on Christmas Eve.",2021-01-01,G
s8463,The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,Movie,2017,96.0,,"This colorful documentary explores the origins and impact of He-Man, a character whose power stretched well beyond a toy line and children's TV show.",2018-08-24,TV-14
s8464,The President's Barber,Movie,2004,116.0,,"The personal barber to the president, as well as his wife and only son, get tangled in the political chaos that gripped South Korea in the late 1900s.",2017-10-01,TV-MA
s8465,The Prince,Movie,2014,91.0,,A former Mafia hit man living quietly as a mechanic veers back into his old world after his daughter is abducted and faces an old foe in New Orleans.,2019-02-22,R
s8466,The Prince & Me,Movie,2004,111.0,,"A hardworking Wisconsin college student falls for her arrogant yet charming classmate, unaware that he's a Danish prince attending school incognito.",2020-10-01,PG
s8467,The Princess and the Frog,Movie,2009,98.0,,"In New Orleans during the Jazz Age, a beautiful girl named Tiana has a fateful encounter with frog prince who desperately wants to be human again.",2019-07-16,G
s8468,The Prison,Movie,2017,125.0,,A cop-turned-convict discovers a crime syndicate inside a prison lorded over by an inmate crime boss – and joins in on their nightly heists.,2017-11-18,TV-MA
s8469,The Pursuit,Movie,2019,76.0,,"In a time of turbulence for the free market system, one economist explores how it has lifted billions out of poverty, and might just save us all.",2019-08-07,TV-14
s8470,The Pursuit of Happyness,Movie,2006,117.0,,"When Chris and his son are evicted, they face trying times as a desperate Chris accepts an unpaid internship at a stock brokerage firm.",2019-10-01,PG-13
s8471,The Push,Movie,2018,90.0,,"After a snowmobile accident paralyzed him, Grant Korgan became the first athlete with a spinal cord injury to push himself to the South Pole.",2019-06-07,TV-MA
s8472,The Pyramid Code,TV Show,2009,,1.0,How was the scientific understanding of the ancients so advanced? A team of experts answers this and other questions in this fascinating series.,2016-02-08,TV-PG
s8473,The Rainbow Troops,Movie,2008,119.0,,Two Indonesian teachers embrace an inspiring crop of gifted young students who've come to study at their crumbling Islamic primary school.,2018-10-21,TV-PG
s8474,The Rainmaker,Movie,1997,136.0,,A young attorney and a scrappy paralegal work to help the parents of a terminally ill boy in their suit against an insurance company.,2019-11-20,PG-13
s8475,The Rap Game,TV Show,2016,,1.0,Young lyricists between the ages of 12 and 16 compete for a chance to sign to Jermaine Dupri's label while being mentored by hip-hop and R&B's finest.,2019-09-15,TV-14
s8476,The Rat Race,Movie,2010,52.0,,"Examine the troublesome coexistence of humans and rodents in Mumbai, where the byproducts of a big economy have led to a thriving rat population.",2017-01-01,TV-PG
s8477,The Real Football Factories,TV Show,2006,,1.0,Examine the troubling history of football hooliganism and hear from real hooligans about their bitter rivalries and rowdiest brawls.,2017-12-29,TV-MA
s8478,The Real Miyagi,Movie,2015,81.0,,"A look at the life of karate master Fumio Demura shows how he spread the discipline in the West, winning countless devotees and influencing Hollywood.",2017-06-16,TV-PG
s8479,The Rebound,Movie,2016,77.0,,"This documentary follows three players on the Miami Heat Wheels, who face long odds on the way to the national wheelchair basketball championship.",2019-02-28,TV-MA
s8480,The Redeemed and the Dominant: Fittest on Earth,Movie,2017,120.0,,"Questions about endurance, doping and overall toughness surround a group of elite athletes as they compete fiercely at the Reebok Crossfit Games.",2018-07-01,TV-14
s8481,The Rehearsal,Movie,2016,102.0,,A drama student is torn between creative possibility and ethical boundaries when his girlfriend's family gets caught up in a sex scandal.,2018-01-01,TV-MA
s8482,The Republic of Imbaba,Movie,2015,90.0,,"Living on the edges of Cairo’s Embabah neighborhood, several residents seek to better their circumstances following the January 25 Revolution.",2019-06-06,TV-14
s8483,The Returned,TV Show,2015,,1.0,"On returning home and finding they're believed to be dead, a collection of near-strangers from the same village try to find a reason for their plight.",2019-02-17,TV-MA
s8484,The Rezort,Movie,2016,90.0,,"After a global zombie war, the living dead are confined to a luxury island resort and hunted by tourists on safari – until the security system fails.",2017-01-16,TV-MA
s8485,The Rift: The Dark Side of the Moon,Movie,2016,92.0,,"When a team of special agents is sent to recover the wreckage of a downed satellite in Serbia, their mission takes a horrifying turn.",2018-02-26,TV-MA
s8486,The Right One,Movie,2011,93.0,,"Under pressure to marry, a rich playboy is conflicted between four women who each possess a different quality he desires in his ideal wife.",2019-06-13,TV-14
s8487,The Ring,Movie,2002,116.0,,A reporter watches a video that supposedly sets in motion the viewer's death in seven days. Can she unravel the mystery before her own time is up?,2020-01-01,PG-13
s8488,The Riot Club,Movie,2014,107.0,,"After being drafted into an elite secret society, a pair of students at Oxford University see the group's extreme debauchery spiral out of control.",2017-03-16,R
s8489,The River Thief,Movie,2016,87.0,,"A heedless teen drifter who falls for a small-town waitress makes the mistake of robbing a drug lord, putting his life and newfound love in jeopardy.",2017-01-14,NR
s8490,The River Wild,Movie,1994,111.0,,"A turbulent vacation turns deadly when a fugitive and his crew kidnap a river rafting guide and her family, forcing them down the dangerous river.",2018-09-01,PG-13
s8491,The Road to Calvary,TV Show,2017,,1.0,"Swept up in political unrest during World War I, two sisters in St. Petersburg cope with turbulent romances as Russian history is made around them.",2018-09-01,TV-14
